artist_name_rollup,sony_flag,parent_genre,catalog_growth_rate,catalog_momentum_pctile,release_momentum_avg_pct_change,release_momentum_pctile,instagram_1m_growth_rate,ig_growth_pctile,tiktok_1m_growth_rate,tiktok_growth_pctile,ig_engagement_rate,ig_engagement_pctile,tiktok_like_to_view_ratio,tiktok_engagement_pctile,lean_forward_%,lean_forward_pct_pctile,lf_streams_per_listener,lf_streams_per_listener_pctile,core_streaming_age,core_streaming_age_pctile,core_socials_age,core_socials_age_pctile,kpi_count,normalized_score,overall_percentile,overall_rating
Lucky Daye,Y,R&B,0.05818208907023281,82.0,,,-0.00181096000596881,18.0,0.00243210000917315,56.0,0.0117203526648655,27.0,0.12713461964959,70.0,0.67,64.0,3.25,34.0,27.9697342321784,54.0,28.017474713899,21.0,9,47.333333333333336,45.0,Modest
Gracie Abrams,N,Pop,-0.09050570868002082,22.0,-0.9636513103393818,2.0,0.00707730976864696,72.0,,,0.113706252242009,90.0,0.0777565217391304,29.0,,,,,,,24.1023706389693,70.0,6,47.5,45.0,Modest
cieratherapper,Y,Hip-Hop & Rap,0.24996368960989301,93.0,0.07684641472863456,39.0,0.00762662990018725,73.0,0.00215936009772122,55.0,0.014161486902869,30.0,0.0898931000971817,37.0,0.62,47.0,5.65,75.0,37.9840963987452,19.0,34.5598919637082,5.0,10,47.3,44.0,Modest
DAMEDAME*,Y,R&B,-0.04122399712921782,34.0,9.0292472360481,88.0,,,,,0.41328813559322,100.0,,,0.66,61.0,1.96,5.0,36.5226570412112,27.0,29.0,16.0,7,47.285714285714285,44.0,Modest
Childish Gambino,Y,R&B,0.04586562522964173,77.0,,,0.000130785992951132,42.0,0.0,30.0,0.0,3.0,0.111278640508686,58.0,0.72,77.0,3.0,29.0,25.425836590582,69.0,25.0352838840986,40.0,9,47.22222222222222,44.0,Modest
Carter Vail,Y,Alternative / Indie,-0.2076152862227232,6.0,0.21028784660266006,49.0,0.000931916991248727,50.0,0.0,30.0,0.0149669985942984,31.0,0.147134295809866,83.0,0.72,77.0,6.3,80.0,33.9200030296145,37.0,25.6260664778811,27.0,10,47.0,43.0,Modest
Shawn Mendes,N,Pop,0.008455238180954932,62.0,,,-0.00123445002827793,26.0,0.0,30.0,0.0105058853265536,24.0,0.104583969465649,50.0,,,,,,,19.9168636490688,91.0,6,47.166666666666664,43.0,Modest
Chris Brown,Y,R&B,-0.08002690533502875,24.0,97.00291529101764,97.0,-0.00100428005680442,30.0,0.00869564991444349,69.0,0.00488934618698729,12.0,0.111344117647059,58.0,0.56,27.0,5.36,71.0,34.4644501855848,31.0,24.8291897791158,48.0,10,46.7,42.0,Modest
TOOL,Y,Rock,-0.006420528930228572,54.0,,,0.00777760986238718,73.0,0.0467914007604122,91.0,0.0105472390834472,24.0,0.079939391522788,32.0,0.62,47.0,8.54,91.0,43.8718315397677,5.0,34.7144329790634,4.0,9,46.77777777777778,42.0,Modest
Brent Faiyaz,N,R&B,-0.2399767417691307,5.0,0.20851449360123184,49.0,0.00268161995336413,61.0,0.0,30.0,0.0909233560992586,85.0,0.116091673560236,64.0,,,,,,,25.4005660318907,31.0,7,46.42857142857143,42.0,Modest
Vincent Neil Emerson,Y,Country,0.0055947040512894265,60.0,0.18821905317123006,46.0,0.00677751982584596,71.0,0.0401072986423969,89.0,0.0218436063659365,37.0,0.102278749337573,47.0,0.62,47.0,4.02,55.0,39.9044352793278,7.0,35.1210118136211,3.0,10,46.2,41.0,Modest
Victoria Monét,Y,R&B,-0.04062441793710048,34.0,,,-0.00125321000814438,25.0,0.0114625999704003,73.0,0.0252279016446204,42.0,0.134366641017185,74.0,0.54,22.0,2.97,28.0,37.2886617298263,23.0,19.9098947672064,92.0,9,45.888888888888886,41.0,Modest
Kygo,Y,Dance & Electronic,0.06339645229294996,82.0,,,0.00168898003175855,55.0,0.0152046997100115,76.0,0.00564188982658589,14.0,0.0998973209657753,46.0,0.5,14.0,3.76,46.0,37.3430004392032,23.0,24.5288618531134,57.0,9,45.888888888888886,41.0,Modest
Eyedress,Y,Alternative / Indie,-0.014386619147608137,49.0,-0.08105805444447123,30.0,-0.00456098979339004,2.0,0.0,30.0,0.0163688449582954,31.0,,,0.65,58.0,3.16,33.0,22.0259117733511,86.0,19.9047758539336,92.0,9,45.666666666666664,40.0,Modest
Ariana Grande,N,Pop,-0.10229160272284364,17.0,3.09752261640512,86.0,-0.000905001012142748,31.0,0.00249999994412065,56.0,0.0038012225753129,10.0,0.0869235569422777,35.0,,,,,,,20.0368435016322,85.0,7,45.714285714285715,40.0,Modest
Kyra Machida,Y,Pop,1.169146112155735,98.0,1.9211217372853788,83.0,-0.00810416974127293,0.0,-0.0026672100648284,2.0,0.0,3.0,0.0479548660084626,14.0,0.63,51.0,5.16,69.0,27.5717967302891,61.0,20.2054308728912,75.0,10,45.6,40.0,Modest
Billie Eilish,N,Pop,-0.09747877219297156,18.0,,,0.000174058994161896,43.0,0.0,30.0,0.0345941657705745,53.0,0.0961178928846365,43.0,,,,,,,20.0025935216026,86.0,6,45.5,39.0,Soft
Morgan Wallen,N,Country,0.05804459471358918,81.0,-0.021069451634297298,34.0,0.00107723998371512,51.0,0.0,30.0,0.0488022723607345,69.0,0.0672901878914405,24.0,,,,,,,25.4303748994779,30.0,7,45.57142857142857,39.0,Soft
Camila Cabello,N,Pop,0.009091076696303366,62.0,,,-0.00158564001321793,21.0,0.0,30.0,0.0104322237227863,23.0,0.102195347709897,47.0,,,,,,,19.9922119470869,87.0,6,45.0,38.0,Soft
Lola Young,N,Pop,-0.14461861220800493,11.0,-0.16717627850821043,20.0,0.0041128802113235,65.0,0.0,30.0,0.129776953312065,91.0,0.065672539271235,22.0,,,,,,,20.1343044022273,79.0,7,45.42857142857143,38.0,Soft
Sexyy Red,N,Hip-Hop & Rap,0.09163828434936082,86.0,0.43632898490566907,60.0,-0.00360074010677636,4.0,0.0,30.0,0.0361127597606242,56.0,0.106881787067423,52.0,,,,,,,25.4118146952451,30.0,7,45.42857142857143,38.0,Soft
Maiya the Don,N,Hip-Hop & Rap,-0.025886301657226767,43.0,-0.4437454950574625,12.0,0.0666987970471382,95.0,-0.00220082001760602,3.0,0.0221730445903807,38.0,0.133722363770856,73.0,,,,,,,24.7104885817744,51.0,7,45.0,38.0,Soft
G-Eazy,Y,Hip-Hop & Rap,0.05707944029387812,81.0,-0.4285991884898461,13.0,0.00125908001791686,53.0,0.0,30.0,0.00738304781567665,19.0,0.0822994201691766,33.0,0.65,58.0,3.29,36.0,27.2388481124182,65.0,24.4697885146126,61.0,10,44.9,37.0,Soft
Kodak Black,N,Hip-Hop & Rap,-0.014688013130463466,49.0,69.66025560886311,96.0,-0.00231202994473279,11.0,0.0,30.0,0.00389022772008022,11.0,0.114221691066627,62.0,,,,,,,24.5701721407658,55.0,7,44.857142857142854,37.0,Soft
Kendrick Lamar,N,Hip-Hop & Rap,-0.09122816682280335,21.0,,,-2.0566700186464e-05,40.0,0.0,30.0,0.189389181982994,97.0,,,,,,,,,25.1740221512495,35.0,5,44.6,36.0,Soft
Fousheé,Y,R&B,0.0022252308217586554,57.0,,,-0.00342298997566104,5.0,-0.000715820002369583,8.0,0.028158456793747,47.0,0.220828424003575,98.0,0.8,95.0,2.17,11.0,30.113903165108,48.0,25.2569121674805,33.0,9,44.666666666666664,36.0,Soft
Isaia Huron,Y,R&B,0.05229465232924369,79.0,1.1803296726356869,74.0,0.0381962992250919,92.0,0.251497000455856,98.0,0.0,3.0,0.00815513921693204,3.0,0.22,1.0,4.38,62.0,38.0511172329354,18.0,29.0,16.0,10,44.6,36.0,Soft
Troye Sivan,N,Pop,-0.01847250512186035,48.0,,,-0.00185777002479881,17.0,0.0,30.0,0.0255247385395889,42.0,0.10250748970166,48.0,,,,,,,20.1530635370155,78.0,6,43.833333333333336,35.0,Soft
Lil Nas X,Y,Pop,0.05049579920430053,78.0,,,-0.0040769400075078,3.0,0.0,30.0,0.0111226755090727,25.0,0.0685480519480519,25.0,0.69,69.0,3.14,32.0,28.8521496898561,51.0,19.9798459902914,88.0,9,44.55555555555556,35.0,Soft
JADE,Y,Pop,-0.20747464369969046,6.0,-0.0563529979688867,32.0,-0.00168862997088581,20.0,0.0,30.0,0.00522776108844081,12.0,0.125480271482802,70.0,0.66,61.0,7.27,88.0,30.7919147539531,44.0,20.1081418667695,81.0,10,44.4,35.0,Soft
Colter Wall,Y,Country,-0.011582654040474951,51.0,-0.25843891058828833,16.0,0.00459143985062838,66.0,0.00311256991699338,57.0,0.030510971049953,48.0,0.111239193083573,57.0,0.57,29.0,5.21,69.0,33.2161804958359,39.0,34.4128912874251,5.0,10,43.7,34.0,Soft
Becky G,Y,Latin,0.02708202247146883,72.0,-0.6975445283759569,6.0,-0.00128169998060912,25.0,0.00843882001936436,68.0,0.00680371692818906,17.0,0.144448380710399,82.0,0.52,16.0,3.52,41.0,35.1884444410821,30.0,20.1289833569213,79.0,10,43.6,34.0,Soft
Lexi Jayde,N,Pop,-0.002161572858436614,56.0,,,-0.00272885011509061,9.0,-0.00112757994793355,6.0,0.0,3.0,0.156612272022447,89.0,,,,,,,19.7104166236276,99.0,6,43.666666666666664,34.0,Soft
KAYTRANADA,Y,Dance & Electronic,0.05320095553270026,79.0,,,0.00107301003299654,51.0,-0.00137803994584829,6.0,0.0345499395282337,53.0,0.103126085446336,49.0,0.54,22.0,4.2,58.0,27.6242184387741,60.0,31.4491635372422,13.0,9,43.44444444444444,33.0,Soft
Debbii Dawson,Y,Pop,-0.009595424537485367,52.0,-0.16655221202656514,21.0,-0.00167155999224633,20.0,0.00196464010514319,54.0,0.00648259472533345,16.0,0.108517350157729,54.0,0.63,51.0,3.83,49.0,30.8415703837816,43.0,20.3484351081268,72.0,10,43.2,33.0,Soft
Samaria,Y,R&B,-0.05836502822258291,28.0,,,,,,,0.0611900456385086,77.0,,,0.65,58.0,2.28,15.0,30.0996230146468,48.0,25.2240183541275,34.0,6,43.333333333333336,33.0,Soft
BigXthaplug,N,Hip-Hop & Rap,0.022059353528131872,71.0,-0.1625585879193046,22.0,0.0232660006731749,86.0,0.0,30.0,0.0212178041761556,35.0,0.096133811367931,44.0,,,,,,,31.4981660495622,12.0,7,42.857142857142854,32.0,Soft
Jacotene,N,Pop,-0.19980982232474598,7.0,0.38216513711786854,57.0,0.00992185994982719,76.0,-0.0015968099469319,5.0,0.140191591921411,93.0,0.076396257355069,28.0,,,,,,,25.1525725376081,36.0,7,43.142857142857146,32.0,Soft
Hozier,Y,Alternative / Indie,-0.020892983570201407,46.0,,,-0.00027966100606136,38.0,0.0,30.0,0.0409616383621547,61.0,0.0643405028020413,20.0,0.47,9.0,5.64,74.0,28.3708875850624,51.0,24.5179661651572,58.0,9,43.0,32.0,Soft
Lil Yachty,N,Hip-Hop & Rap,-0.021405625465181887,45.0,-0.41357821128321515,14.0,-0.000463522010250017,36.0,0.0,30.0,0.0104984458323427,24.0,0.118297876123503,65.0,,,,,,,20.1113893490015,81.0,7,42.142857142857146,31.0,Soft
Jourden,Y,Hip-Hop & Rap,0.09454925471646224,87.0,,,,,,,0.0240582406181805,40.0,,,0.74,81.0,1.81,3.0,34.0085597320432,35.0,31.7392648469883,11.0,6,42.833333333333336,31.0,Soft
Rauw Alejandro,N,Latin,-0.13783897358065428,12.0,-0.06353477348848867,31.0,-0.00240084994584322,10.0,0.0,30.0,0.0582333692308905,76.0,0.111636869585756,59.0,,,,,,,20.2093747513668,74.0,7,41.714285714285715,31.0,Soft
Ray Vaughn,Y,Hip-Hop & Rap,-0.008916033324702621,52.0,0.09199462932121338,40.0,-0.00113145995419472,28.0,-0.000484730990137905,9.0,0.0180403468005142,32.0,0.142251185747889,80.0,0.6,39.0,3.52,41.0,33.9383033141599,36.0,24.4701148213305,60.0,10,41.7,30.0,Soft
Lady Gaga,N,Pop,-0.1050485705446982,16.0,-0.1461818366455005,25.0,-0.000327082991134375,37.0,0.0,30.0,0.0451583534830857,66.0,0.135949771689498,75.0,,,,,,,24.981339541816,42.0,7,41.57142857142857,30.0,Soft
Ravyn Lenae,N,R&B,0.008055852975353717,62.0,-0.978830662756803,1.0,0.0120048001408577,78.0,0.00428065983578563,59.0,0.0339241483441911,52.0,0.00509660105712654,2.0,,,,,,,25.3306462834085,32.0,7,40.857142857142854,29.0,Weak
Foo Fighters,Y,Rock,0.040796122274701356,75.0,-0.10896324188903443,28.0,0.00249469000846148,60.0,0.017468199133873,78.0,0.0086089051270034,21.0,0.0907520923082762,39.0,0.61,43.0,4.4,62.0,44.030419030966,4.0,34.5761271936565,4.0,10,41.4,29.0,Weak
Coldplay,N,Rock,-0.03195699610024963,39.0,28.778151260504202,93.0,-0.00205445010215044,14.0,0.0,30.0,0.00704622265463347,18.0,0.10705791168488,53.0,,,,,,,24.97056025966,42.0,7,41.285714285714285,29.0,Weak
AVAION,Y,Dance & Electronic,0.0046607733844278,60.0,0.13460342353551122,45.0,-0.00199170992709696,15.0,0.00144560995977372,53.0,0.0535996179353925,73.0,0.1221647707687,66.0,0.46,7.0,3.34,37.0,37.0859797860305,25.0,25.7480112938567,26.0,10,40.7,28.0,Weak
Chappell Roan,N,Pop,-0.06475165341330096,26.0,,,-0.00357813993468881,4.0,0.0,30.0,0.0979948583355394,87.0,0.0670823686948946,23.0,,,,,,,20.2089130323723,75.0,6,40.833333333333336,28.0,Weak
Shallipopi,N,Afrobeats,-0.07916539531748815,24.0,-0.05090376888794168,33.0,-0.00199683010578156,15.0,0.0,30.0,0.15907514203547,95.0,0.121479846449136,66.0,,,,,,,26.2009982121399,22.0,7,40.714285714285715,28.0,Weak
H.E.R.,Y,R&B,-0.019537056399243594,47.0,,,-0.000653375987894833,35.0,0.0,30.0,0.0258288699005834,43.0,0.0895515109150429,37.0,0.64,54.0,3.53,41.0,29.09780800364,50.0,25.4939031524903,28.0,9,40.55555555555556,27.0,Weak
Playboi Carti,N,Hip-Hop & Rap,-0.1071750928809919,16.0,-0.9289944619254477,3.0,-0.00313214003108442,6.0,0.0,30.0,0.258725108549463,99.0,0.116417910447761,64.0,,,,,,,24.2840125558276,66.0,7,40.57142857142857,27.0,Weak
Dua Lipa,N,Pop,-0.0009588439962048933,56.0,,,-0.00131477997638285,24.0,0.0,30.0,0.0131670132452062,29.0,0.0625856573705179,19.0,,,,,,,20.0670825873218,84.0,6,40.333333333333336,26.0,Weak
Tele,Y,Pop,-0.20226995756676994,6.0,0.30243105055489233,54.0,0.00743887014687061,73.0,-0.000498007982969284,9.0,0.0,3.0,0.0934936786925686,42.0,0.57,29.0,3.8,48.0,27.3931465001992,64.0,20.1842572784396,77.0,10,40.5,26.0,Weak
Davido,Y,Afrobeats,0.038440980792939235,73.0,-0.9989726243186048,1.0,0.000504044000990689,47.0,0.0104166995733976,72.0,0.00683297379970534,17.0,0.199954934347538,96.0,0.49,12.0,3.94,52.0,37.9505601343533,19.0,29.0,16.0,10,40.5,26.0,Weak
Oliver Heldens,Y,Dance & Electronic,0.09330829842659911,86.0,0.11801055318024956,41.0,-0.000268842006335035,38.0,0.011583000421524,74.0,0.00526977864597623,12.0,0.0975732881404825,45.0,0.58,32.0,1.87,3.0,38.3465299419635,15.0,24.5190165496992,58.0,10,40.4,26.0,Weak
Joseph Lawrence,Y,R&B,-0.021559400729457685,45.0,-0.051088423573178915,33.0,-0.00114162999670953,27.0,-0.00159282004460692,5.0,0.0,3.0,0.217426886910628,98.0,0.9,100.0,1.96,5.0,30.4110718492344,45.0,24.9921204643911,42.0,10,40.3,25.0,Weak
Khalid,Y,R&B,-0.008322003332471866,53.0,-0.36171455910053435,15.0,-0.00312586990185082,7.0,0.0,30.0,0.00360179528383398,9.0,0.111542379430257,58.0,0.59,35.0,3.76,46.0,25.6856881173686,66.0,20.079638545969,83.0,10,40.2,25.0,Weak
Lila Iké,Y,Reggae / Caribbean,0.015991276655929774,65.0,0.1267957206111452,43.0,0.00124637002591044,53.0,0.0226700007915497,82.0,0.0214045070344853,35.0,0.131889908256881,73.0,0.5,14.0,2.5,20.0,41.28763134574,6.0,31.9020883331228,10.0,10,40.1,25.0,Weak
Cat Burns,Y,Pop,-0.07088003145027096,25.0,0.2540480812441251,51.0,9.72259003901854e-05,41.0,0.0,30.0,0.0263768971561162,44.0,0.0758256419628987,27.0,0.72,77.0,2.7,26.0,34.0398131436458,34.0,24.9549622821821,43.0,10,39.8,24.0,Weak
J. Cole,N,Hip-Hop & Rap,-0.43566943279470316,1.0,,,0.00166026002261788,55.0,-0.00175499997567385,4.0,0.109625586081394,88.0,0.112498654322317,60.0,,,,,,,25.2913513894104,32.0,6,40.0,24.0,Weak
PNAU,Y,Dance & Electronic,0.10734117359728361,88.0,,,0.0117416996508837,77.0,0.0685020014643669,94.0,0.0215412700482462,35.0,0.00288338499161145,1.0,0.59,35.0,1.96,5.0,38.1191503951753,16.0,31.9598569789128,9.0,9,40.0,24.0,Weak
Myles Smith,Y,Pop,-0.140340979843361,12.0,0.2867066723091196,53.0,0.00337004009634256,63.0,0.0,30.0,0.0258780702044956,43.0,0.104421082353399,50.0,0.44,5.0,4.24,59.0,35.7763125867851,29.0,24.6750459090941,53.0,10,39.7,23.0,Weak
Drake,N,Hip-Hop & Rap,-0.02173964889751229,45.0,69.85273549184699,97.0,-0.000845751026645303,32.0,0.0,30.0,0.00660804978569779,16.0,0.0475094681376585,14.0,,,,,,,24.9398630729848,44.0,7,39.714285714285715,23.0,Weak
iAMLYRIC,Y,Hip-Hop & Rap,-0.28323678624113985,4.0,-0.16716308597152388,21.0,,,,,0.0865198562609417,85.0,,,0.79,93.0,2.46,19.0,30.1345872518286,47.0,32.6282968924879,7.0,7,39.42857142857143,22.0,Weak
Tokischa,Y,Latin,0.01801071774245406,67.0,-0.08906260208029035,29.0,-0.00390942022204399,3.0,0.0,30.0,0.0273633062866883,46.0,0.0980124521649258,45.0,0.62,47.0,2.24,13.0,24.7331839130824,74.0,25.0365778979787,40.0,10,39.4,22.0,Weak
Jelly Roll,N,Country,-0.049053840362771745,31.0,,,0.000331179006025195,44.0,0.0101009998470545,72.0,0.0315871850323711,51.0,0.0796257668711656,31.0,,,,,,,32.3610155524854,8.0,6,39.5,22.0,Weak
Charli XCX,N,Pop,-0.35592754391353854,2.0,0.4461149879652877,61.0,0.000230556004680693,44.0,0.0,30.0,0.0200331563008815,34.0,0.0823761581143826,33.0,,,,,,,24.1642860847123,69.0,7,39.0,21.0,Weak
Grizzly Bear,Y,Alternative / Indie,0.017839225839310725,66.0,,,,,,,0.0371103822431256,58.0,,,0.68,66.0,2.53,21.0,38.7603498632381,12.0,33.8035513042522,7.0,6,38.333333333333336,21.0,Weak
Addison Rae,Y,Pop,-0.09655546248769088,19.0,-0.19601830855670874,19.0,-0.00110911997035146,28.0,-0.00113379000686109,6.0,0.0090448319696193,22.0,0.0710108459869848,25.0,0.52,16.0,5.41,72.0,21.9180238488577,89.0,19.8039486274225,95.0,10,39.1,21.0,Weak
FERG,Y,Hip-Hop & Rap,0.013076591357432712,64.0,0.12241696416481228,42.0,-0.00185182003770024,17.0,0.000742390984669328,52.0,0.00150799253449893,6.0,0.0289788745286127,7.0,0.67,64.0,2.6,22.0,27.7627310200962,57.0,24.8816128559036,47.0,10,37.8,20.0,Weak
Sam Smith,N,Pop,-0.03766576500872461,37.0,-0.963080314198949,2.0,0.000445715006208047,46.0,0.0,30.0,0.0,3.0,0.151490707941009,85.0,,,,,,,24.4567459021559,61.0,7,37.714285714285715,20.0,Weak
Phoebe Bridgers,N,Alternative / Indie,-0.05228808164875561,29.0,,,-0.00125100999139249,26.0,0.00614727009087801,64.0,0.0,3.0,0.131268823529412,72.0,,,,,,,25.307255536391,32.0,6,37.666666666666664,20.0,Weak
Pentatonix,Y,Pop,-0.05158429025143818,30.0,0.21347326512759449,50.0,-0.00206443993374705,14.0,0.0,30.0,0.00190086496281377,7.0,0.0762798904455915,27.0,0.78,91.0,3.66,45.0,44.2502186047315,3.0,20.2090447525941,74.0,10,37.1,19.0,Very Weak
Don West,N,R&B,-0.14583739381022506,11.0,0.19082791417500608,47.0,0.00670439982786775,71.0,0.00409835996106267,59.0,0.0349645527019944,54.0,0.0262214411247803,5.0,,,,,,,31.7321447561759,11.0,7,36.857142857142854,19.0,Very Weak
Karol G,N,Latin,-0.04044476812259662,35.0,0.27444124583233953,52.0,-0.00145393004640937,23.0,-0.00180832005571574,4.0,0.0387323001196078,60.0,0.064810707456979,22.0,,,,,,,24.3640520490491,65.0,7,37.285714285714285,19.0,Very Weak
Now United,N,Pop,-0.011258161284630315,51.0,-0.5390700678075557,8.0,-0.00222938996739686,12.0,0.0,30.0,0.00309572716810163,9.0,0.109829542663457,55.0,,,,,,,19.9385671866296,90.0,7,36.42857142857143,18.0,Very Weak
Ed Sheeran,N,Pop,-0.008854436584793249,52.0,-0.1159176256661295,27.0,-0.00194910995196551,16.0,0.0,30.0,0.0065900266024378,16.0,0.0777786496588317,30.0,,,,,,,20.0749823197674,84.0,7,36.42857142857143,18.0,Very Weak
London on Da Track,Y,Hip-Hop & Rap,,,,,,,,,0.0123604484998244,28.0,,,0.75,84.0,1.5,1.0,34.1928045163142,33.0,25.098794864765,37.0,5,36.6,18.0,Very Weak
Post Malone,N,Pop,-0.05011395720912361,30.0,,,-0.00073101301677525,33.0,0.0,30.0,0.00894102704124901,22.0,0.0772955233539023,29.0,,,,,,,20.2546827692729,73.0,6,36.166666666666664,17.0,Very Weak
Tenille Townes,Y,Country,0.01574692159764803,65.0,1.218433759867023,75.0,0.00324121001176536,62.0,0.00192382000386715,54.0,0.00927067180894067,23.0,0.0676100628930818,24.0,0.61,43.0,2.02,8.0,40.9191693588056,6.0,42.6169314080474,1.0,10,36.1,17.0,Very Weak
Normani,Y,R&B,-0.02920124020307541,41.0,,,-0.000924812979064882,31.0,0.0,30.0,0.00817027127821936,19.0,0.0921863196044868,40.0,0.61,43.0,2.28,15.0,34.3144383665233,32.0,24.2389976130008,66.0,9,35.22222222222222,16.0,Very Weak
Cosmo's Midnight,Y,Dance & Electronic,0.011550446955736376,63.0,0.5624615749050477,64.0,-2.96868001896655e-05,39.0,0.00139664998278022,52.0,0.0113768008317243,26.0,0.00901677004364806,3.0,0.58,32.0,1.99,7.0,36.7315122628536,27.0,24.9968748997631,41.0,10,35.4,16.0,Very Weak
Hudson Mohawke,Y,Dance & Electronic,-0.027460731561497906,43.0,,,0.00635399995371699,70.0,-0.000938966986723244,7.0,0.0397078311352306,61.0,0.0377409343351846,10.0,0.8,95.0,1.5,1.0,36.3190045248869,28.0,32.1503556168348,9.0,9,36.0,16.0,Very Weak
Jharrel Jerome,Y,Hip-Hop & Rap,-0.019857500989576463,47.0,,,-0.00225575990043581,12.0,0.0,30.0,0.00890105078809107,22.0,0.0375747408267733,9.0,0.87,99.0,1.64,2.0,27.7323290845886,57.0,25.5299210702596,28.0,9,34.0,15.0,Very Weak
Mark Ronson,Y,Pop,0.01623306299115241,66.0,,,0.0121103003621101,79.0,0.00128468999173492,52.0,0.0359342107851817,56.0,0.0393904786765426,11.0,0.43,4.0,2.28,15.0,44.2692330238027,3.0,28.3115253649359,19.0,9,33.888888888888886,15.0,Very Weak
BJ The Chicago Kid,Y,R&B,0.020863118013102217,70.0,,,,,,,0.00248864582299992,8.0,0.106918238993711,53.0,0.74,81.0,2.08,9.0,39.5647346213635,9.0,32.1952326976313,8.0,7,34.0,15.0,Very Weak
Oladapo,Y,Afrobeats,0.23340905403212722,92.0,,,-0.00411539012566209,3.0,0.00056980102090165,51.0,0.0489187405365532,69.0,0.0523636363636364,16.0,0.52,16.0,2.26,14.0,36.8210227272727,26.0,29.0,16.0,9,33.666666666666664,14.0,Very Weak
Selena Gomez,N,Pop,-0.0008617473185186573,57.0,0.46034548438141004,61.0,-0.00144765002187341,23.0,-0.00169492000713944,5.0,0.00616794386292772,15.0,0.0378488160291439,10.0,,,,,,,24.3932453074641,63.0,7,33.42857142857143,14.0,Very Weak
Usher,N,R&B,-0.044029429781646826,33.0,,,0.0038940398953855,64.0,0.0,30.0,0.00866700895164493,21.0,0.0950253523376053,42.0,,,,,,,31.7316685295066,12.0,6,33.666666666666664,14.0,Very Weak
P!nk,Y,Pop,0.04606197072359141,77.0,,,0.00656192982569337,71.0,0.0,30.0,0.0123754993152069,29.0,0.0646386560246306,21.0,0.52,16.0,3.98,53.0,44.7360138934635,1.0,42.0514229952421,2.0,9,33.333333333333336,13.0,Very Weak
Young Thug,N,Hip-Hop & Rap,-0.1305857031704373,13.0,138.68372476330515,98.0,-0.00172271998599172,19.0,0.0,30.0,0.00853197128424622,20.0,0.0626614852026981,20.0,,,,,,,25.2665091792023,33.0,7,33.285714285714285,13.0,Very Weak
Skepta,Y,Hip-Hop & Rap,-0.0018023655554927451,56.0,-0.498209227333234,10.0,-0.002072439994663,14.0,-0.00105652003549039,7.0,0.0311415499456467,49.0,0.088345433702713,36.0,0.72,77.0,2.09,10.0,30.0503287616897,49.0,25.8131733871961,25.0,10,33.3,13.0,Very Weak
